,title,question,answer
1252,Rudolf Mössbauer,What does the Nobel Prize in Physics consist of?,"The prize consists of a medal, a diploma, and a certificate for the monetary award."
1253,Rudolf Mössbauer,How many people and organizations had received the Nobel Prize by 2023?,975 people and 25 organizations.
1254,Rudolf Mössbauer,What recognition did Robert Pound receive for his contributions to physics?,Robert Pound received the National Medal of Science in 1990 for his lifetime contributions to the field of physics.
1255,Rudolf Mössbauer,When and where was Robert Pound born?,"Robert Pound was born on May 16, 1919, in Ridgeway, Ontario."
1256,Rudolf Mössbauer,What did Robert Hofstadter win the Nobel Prize for?,He won the Nobel Prize for his pioneering studies of electron scattering in atomic nuclei and for his consequent discoveries concerning the structure of nucleons.
1257,Rudolf Mössbauer,What are the main areas of specialization at the Technical University of Munich?,"Engineering, technology, medicine, and applied and natural sciences."
1258,Rudolf Mössbauer,What are the original fields for which the Nobel Prizes were awarded according to Alfred Nobel's will?,"Physics, Chemistry, Physiology or Medicine, Literature, and Peace."
1259,Rudolf Mössbauer,"How many Nobel Prize laureates have worked at the Max Planck Institute for Medical Research, and can you name one field in which a laureate was recognized?","Six Nobel Prize laureates have worked at the Institute, with one field being Chemistry."
1260,Rudolf Mössbauer,What role did Heinz Maier-Leibnitz play in the development of nuclear programs in Germany?,"Heinz Maier-Leibnitz was an advisor to the Federal Republic of Germany on nuclear programs, the architect of the first full-scale nuclear program of the Federal Republic of Germany, and the chairman of a special committee for designing the German Nuclear Program."
1261,Rudolf Mössbauer,What fields did Heinz Maier-Leibnitz contribute to?,"Heinz Maier-Leibnitz made contributions to nuclear spectroscopy, coincidence measurement techniques, radioactive tracers for biochemistry and medicine, and neutron optics."
1262,Rudolf Mössbauer,What theory did the Pound–Rebka experiment aim to test?,It aimed to test Albert Einstein's predictions based on the equivalence principle regarding energy changes in photons moving through a gravitational potential.
1263,Marianne Brandt,What was the status of Dessau before 1 July 2007?,It was an independent city.
1264,Marianne Brandt,What was the name of Chemnitz from 1953 to 1990?,Karl-Marx-Stadt
1265,Marianne Brandt,What will Chemnitz be the European Capital of in 2025?,Culture
1266,Marianne Brandt,What was László Moholy-Nagy's original surname before he changed it?,Weisz
1267,Marianne Brandt,Which school did László Moholy-Nagy become a professor at?,Bauhaus school
1268,Marianne Brandt,Who founded the Bauhaus and in which city was it originally established?,Walter Gropius founded the Bauhaus in Weimar.
1269,Marianne Brandt,What is considered László Moholy-Nagy's largest accomplishment?,The School of Design in Chicago
1270,Marianne Brandt,When did Fritz Mackensen become a member of the Nazi Party?,Fritz Mackensen became a member of the Nazi Party in 1937.
1271,Marianne Brandt,What rivers are located at the confluence where Dessau is situated?,The Mulde and Elbe rivers.
1272,Marianne Brandt,What was Fritz Mackensen's role in the artists' colony at Worpswede?,Fritz Mackensen was one of the co-founders of the artists' colony at Worpswede.
1273,Marianne Brandt,When was East Germany officially established and when did it reunify with West Germany?,East Germany was officially established on 7 October 1949 and reunified with West Germany on 3 October 1990.
1274,Marianne Brandt,When was Mart Stam born and when did he die?,"Mart Stam was born on August 5, 1899, and died on February 21, 1986."
1275,Marianne Brandt,What was the primary educational goal of the Bauhaus?,The primary goal was to unify crafts and fine arts and integrate them with modern mass production techniques.
1276,Marianne Brandt,What is Weimar known for in terms of cultural heritage and history?,"Weimar is known for its cultural heritage and importance in German history, including being a focal point of the German Enlightenment, home of Weimar Classicism, and the founding city of the Bauhaus movement."
1277,Marianne Brandt,What are some of the notable institutions located in Weimar?,"Notable institutions in Weimar include the Bauhaus University, the Liszt School of Music, the Duchess Anna Amalia Library, and two leading courts of Thuringia."
1278,Marianne Brandt,Why did the Bauhaus school close in 1933?,"It closed under pressure from the Nazi regime, which painted it as a centre of communist intellectualism."
1279,Marianne Brandt,How did Weimar contribute to the music and design industries in the 19th and 20th centuries?,"In the 19th century, Weimar became a music centre with composers like Franz Liszt, and in the 20th century, it was the birthplace of the Bauhaus movement, influencing design and architecture."
1280,Marianne Brandt,What natural disaster frequently affects Dessau due to its geographical location?,Yearly floods.
1281,Marianne Brandt,What geographical feature is Chemnitz known for being surrounded by?,Ore Mountains to the south and the Central Saxon Hill Country to the north
1282,Marianne Brandt,What is the population of Gotha?,"44,000"
1283,P. A. Yeomans,What is the abbreviation for New South Wales?,NSW
1284,P. A. Yeomans,Which Australian state borders New South Wales to the north?,Queensland
1285,P. A. Yeomans,Which state is located to the south of New South Wales?,Victoria
1286,P. A. Yeomans,What is the western border of New South Wales?,South Australia
1287,P. A. Yeomans,What is the capital city of New South Wales?,Sydney
1288,P. A. Yeomans,What was New South Wales originally founded as in 1788?,A British penal colony
1289,P. A. Yeomans,Which island remains a part of New South Wales?,Lord Howe Island
1290,P. A. Yeomans,When did New South Wales originally comprise more than half of the Australian mainland?,1788
1291,P. A. Yeomans,Which seas border New South Wales to the east?,The Coral and Tasman Seas
1292,P. A. Yeomans,Which territories became federal territories instead of remaining part of New South Wales?,"Norfolk Island, the Australian Capital Territory, and the Jervis Bay Territory"
1293,P. A. Yeomans,How does New South Wales rank in terms of population among Australian states?,It is Australia's most populous state
1294,P. A. Yeomans,What territories are enclaves within New South Wales?,The Australian Capital Territory and Jervis Bay Territory
1295,P. A. Yeomans,What territories were originally part of New South Wales?,"Van Diemen's Land, Lord Howe Island, and Norfolk Island"
1296,P. A. Yeomans,Which colony was never administered as part of New South Wales?,The Swan River Colony
1297,P. A. Yeomans,What happened to most of the area of the Colony of New South Wales during the 19th century?,It was detached to form separate British colonies
1298,P. A. Yeomans,"As of December 2023, what is the population of New South Wales?",Over 8.3 million
1299,P. A. Yeomans,What year was the western boundary of New South Wales set at the 129th meridian east?,1825
1300,Gustav Otto,Which river does Munich straddle?,Isar
1301,Gustav Otto,What was BMW's first mass-production electric car and in what year was it released?,"BMW's first mass-production electric car was the BMW i3, released in 2013."
1302,Gustav Otto,What were the two main coalitions involved in World War I?,the Allies and the Central Powers
1303,Gustav Otto,What major event sparked the beginning of World War I?,The assassination of Archduke Franz Ferdinand on 28 June 1914
1304,Gustav Otto,What was Ernst Udet's role during World War I?,German pilot and flying ace.
1305,Gustav Otto,What was Pfalz Flugzeugwerke known for during World War I?,"Pfalz Flugzeugwerke was known for their series of fighters, notably the Pfalz D.III and Pfalz D.XII."
1306,Gustav Otto,In what year did BMW become an automobile manufacturer?,BMW became an automobile manufacturer in 1928.
1307,Gustav Otto,When did World War I take place?,28 July 1914 – 11 November 1918
1308,Gustav Otto,What type of aircraft was Aviatik best known for during World War I?,"Reconnaissance aircraft, specifically the B.I and B.II"
1309,Gustav Otto,What are the two parts that Puchheim is divided into?,Puchheim-Ort and Puchheim-Bahnhof
1310,Gustav Otto,When was the name Lerchenauer Straße adopted and what was its previous name?,"The name Lerchenauer Straße was adopted in 1946, and its previous name was Münchner Straße."
1311,Gustav Otto,What is Munich known for hosting annually?,"Oktoberfest, the world's largest Volksfest"
1312,Gustav Otto,What types of vehicles does BMW manufacture?,BMW manufactures luxury vehicles and motorcycles.
1313,Gustav Otto,What is Cologne famous for?,"Cologne is famous for Eau de Cologne, which has been produced in the city since 1709."
1314,Gustav Otto,What was the main product of AGO Flugzeugwerke?,"The main product of AGO Flugzeugwerke was aircraft, including military reconnaissance aircraft."
1315,Gustav Otto,How many people did AGO Flugzeugwerke employ at its peak?,"At its peak, AGO Flugzeugwerke employed around 4,500 people."
1316,Gustav Otto,What historical significance does the Cologne Cathedral hold?,It was the world's tallest building from 1880–1890 and is today the third-tallest church and tallest cathedral in the world.
1317,Gustav Otto,What happened to Pfalz Flugzeugwerke after the Armistice of World War I?,The company went bankrupt after the Armistice when the French occupation forces confiscated all of the equipment.
